StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,UserLanguage,consent,mf_victim,mf_perpetrator,mf_relationship,mf_incident,mf_meta,fm_victim,fm_perpetrator,fm_relationship,fm_incident,fm_meta,mm_victim,mm_perpetrator,mm_relationship,mm_incident,mm_meta,ff_victim,ff_perpetrator,ff_relationship,ff_incident,ff_meta,gender,age,ethnicity,ethnicity_6_TEXT,sexual_orientation
07.02.2024 16:42,07.02.2024 16:54,100,739,TRUE,07.02.2024 16:54,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Insecure
Anxious
Unable to stand up for themself
Financially reliant on partner
Lack of confidence
Needy","Domineering
Alpha male
Toxic masculinity
Poor example in childhood
Lack of education
Lack of emotional intelligence ","Toxic
Unequal
Unloving
Insecure","Threatening
Cruel
Injurious physically
Frightening ",Not at all difficult,"Less traditionally masculine
Insecure
Lower intelligence
Anxious","Cruel
Calculating
Forceful
Manipulative
Domineering","Toxic
Nasty
Manipulative","Cruel
",Slightly difficult,"Weak
Needy
Anxious
Gentle
Not able to stand up for themselves","Cruel
Calculating
Intolerant
Physically strong
Insecure
Difficult upbringing","Unequal
Toxic
Insecure
Lack of trust
Fear","Threatening
Unnerving
Fear-making",Slightly difficult,"Needy
Weak
Insecure
Less dominant
Anxious
Depressed
Insecure attachment","Cruel
Calculating
Insecure
Weak
Needy
Difficult upbringing
","Unequal
Threatening
Toxic","Nasty
Cruel
",Slightly difficult,Female,56,White,,Heterosexual or Straight
07.02.2024 16:49,07.02.2024 16:55,100,337,TRUE,07.02.2024 16:55,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Female
Nervous 
Kind
Submissive ","Male
Aggressive
Intimidating 
Controlling","Arguments 
Distant 
Controlled ","Slapping face
",Slightly difficult,"Weak
Submissive
Embarrassed ","Manipulative
Angry
Deceitful","Controlled 
Fake",Kicking in balls,Difficult,"Wimpy
Normal ","Strong 
Big
Aggressive",Violent,Punching,Difficult,Weak,Strong,Abusive,"Slapping
Tweaking nipples",Very difficult,Female,45,White,,Heterosexual or Straight
07.02.2024 16:47,07.02.2024 16:55,100,460,TRUE,07.02.2024 16:55,EN,I have read and understood the above statement. I choose to participate voluntarily.,Blameless scared and fragile needs urgent help,Guilty should be punished by law and people should and need to be warned about their danger,Does happen amd maybe a common occurence,"Unacceptable, guilty in law",Difficult,Needs help,Guilty and unacceptable but may be a reason to make it seem more acceptable possibly,Rocky,Unacceptable,Moderately difficult,Hurt not guilty,Guilty of unacceptable behaviour but may be common,Unusual,Unacceptable,Slightly difficult,Not guilty and has been punished wrongly and needs help,Nasty,Bad,Unacceptable,Not at all difficult,Male,49,White,,Heterosexual or Straight
07.02.2024 16:50,07.02.2024 16:55,100,302,TRUE,07.02.2024 16:55,EN,I have read and understood the above statement. I choose to participate voluntarily.,Provides regardless of abuse,Alcohol abuse,Tense,A few incidents both public and private,Slightly difficult,"Silent
lack of interest","Loud
Obsessed","Many break-ups
Public fights","Pushing 
Hand slap",Slightly difficult,Submissive,Dominant ,Passive,,Slightly difficult,,,,,Very difficult,Male,43,White,,Heterosexual or Straight
07.02.2024 16:38,07.02.2024 16:55,100,990,TRUE,07.02.2024 16:55,EN,I have read and understood the above statement. I choose to participate voluntarily.,"vulnerable, experienced abuse as a child, has mental health problems, has always lived in poverty, mother suffered similar violence and abuse, substance misuser.  ","Has previous convictions, obsessed about body image, bullied at school, physically fit and strong, devious, controlling and enjoys power.","Not married, he has moved in with her as she has a tenancy.  Not married and have children from other partners.","The male is the violent one, his hits her about the face and upper body, he pins her against the wall and rapes her.",Not at all difficult,"Weak, no self confidence, passive does not like conflict and is attracted to strong females and is willing to hand over control to her.","Has mental health problems, has had a turbulent childhood, was a victim herself of mental and physical abuse.  Enjoys the power and control, unable to control anger.","Not married, she has children from a previous relationship.","Throwing things, hitting partner with objects, spitting in his face and hitting him.",Slightly difficult,"Has no self confidence, passive, does not want to main provider, seeking praise, domesticated.","Self-assured, confident, obsessed about looks, arrogant, likes to be the high earner in a relationship, controlling.",Long term partners or married.,"Hitting, rape.",Very difficult,"Quiet, passive, affectionate, needy, lacking in self confidence.","Selfish, confident, arrogant, unable to control temper.",Long term relationship or married.,Hitting.,Very difficult,Female,61,White,,Heterosexual or Straight
07.02.2024 16:50,07.02.2024 16:55,100,320,TRUE,07.02.2024 16:55,EN,I have read and understood the above statement. I choose to participate voluntarily.,nervous submissive anxious,bully dominant controlling,unsettled man is dominant,whenever man tries to control or loses temper,Slightly difficult,"quiet, submissive ",dominant assertive ,unsettled  led by woman,when woman gets angry and lashes out ,Slightly difficult,submissive quiet,bully controlling,unsettled ,when trying to control or dominate,Slightly difficult,anxious submissive,controlling bully,unsettled ,when trying to control or intimisate,Slightly difficult,Female,48,White,,Heterosexual or Straight
07.02.2024 16:49,07.02.2024 16:55,100,344,TRUE,07.02.2024 16:55,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Quiet and shy personality
Distant from friends and relatives","Right wing politics
Believes men and women are already equal
Does not spend time with women voluntarily
Large group of male friends
Bolshy and arrogant attitude","Unequal
Male dominated
Long term
Married
Children involved","Physical violence
Controlling",Slightly difficult,"Meek
Not manly ","Controlling
Dominating","Female led
Unequal",Physical violence,Very difficult,"Quiet
Shy
Selfless
Camp","Dominating
Controlling","Short term
Not married
Living together",Psychological,Very difficult,"Feminine
Shy
Quiet","Butch
Manly","Living together
Short term","Psychological
Emotional abuse",Very difficult,Female,22,White,,Heterosexual or Straight
07.02.2024 16:47,07.02.2024 16:56,100,535,TRUE,07.02.2024 16:56,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Scared
Afraid to leave
Possibly tries to excuse or forget the behaviour of the perp
Keeps quiet about what’s happening 
","Insecure
Jealous
Possibly drunk
Immoral ","Jealous, nasty. Man sees the woman as his property.","Punching kicking spitting, possibly sexual assault and rape",Slightly difficult,"Trapped
False sense of love 
Makes excuses for the female
Possibly blames himself
Afraid to speak up","Jealous
Chav, most likely
Doesn’t see what she does as wrong, because a man is stronger and should be able to take it (in her opinion)
Plays down her actions, normalises them","Possibly very one sided, jealousy would be rife I imagine","Scratching, slapping, punching and destroying property ",Slightly difficult,"Submissive
Weaker of the two 
","Dominant 
Srtronger
Possible issues with jealousy
Insecure ","Submissive/dominant
Significant power imbalance ","Punching, kicking, humiliation ",Moderately difficult,"Submissive
",Dominant,Inbalanced,Beating,Very difficult,Male,34,White,,Heterosexual or Straight
07.02.2024 16:47,07.02.2024 16:56,100,540,TRUE,07.02.2024 16:56,EN,I have read and understood the above statement. I choose to participate voluntarily.,Feels pain and hurt and a sense of loss,Demanding and a person who thinks their better than others ,Tense,Shameful and controlling ,Difficult,Hurt and useless ,Control ,Tense and needy,Shameful,Difficult,The can feel shame not being able to stand up for themselves ,Like a control freak,Very tense,Aggressive and controlling ,Moderately difficult,The can be nervous and tearful. Also uneasy and panic.,They can feel in control and feel better than other people.,It can be a very controlled relationship and very tense,Hurtful and aggressive ,Slightly difficult,Female,55,White,,Heterosexual or Straight
07.02.2024 16:53,07.02.2024 16:56,100,170,TRUE,07.02.2024 16:56,EN,I have read and understood the above statement. I choose to participate voluntarily.,beaten up,beating someone up,toxic,"thug, bully, beating",Difficult,mentally exhausted,mentally bullying,toxic,"slapping, hitting",Difficult,broken bones,"punching, kicking",not good,full on fight,Very difficult,pulled out hair,"pulling on hair, scratching",ex friends,cat fight,Very difficult,Male,36,White,,Heterosexual or Straight
07.02.2024 16:49,07.02.2024 16:56,100,429,TRUE,07.02.2024 16:56,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Shy, people pleasing, timid ","Confident, arrogant, ",One sided ,Abusive mentally ,Moderately difficult,Vulnerable ,Manipulative ,Only together because they have a child ,Anger outbursts ,Moderately difficult,Female,Male,Rocky,Drunken arguments ,Slightly difficult,Vulnerable ,Butch,Toxic ,Drunk arguments ,Moderately difficult,Female,36,White,,Heterosexual or Straight
07.02.2024 16:47,07.02.2024 16:56,100,588,TRUE,07.02.2024 16:56,EN,I have read and understood the above statement. I choose to participate voluntarily.,So here’s the thing I think this victim could be anybody. I think she could be a great personality a middle personality a really difficult personality to live with. I really don’t think it matters. I think any woman could be the victim in this kind of relationship not at all relationships male female or like this but I can’t pin it down because I feel like it could be any personality type,"This is somebody who is just either overtly patriarchal like you know him coming, you know that he’s someone who totally believes that men have power over women or at least should have and maybe he jokes about not caring but deeply he does care. Or he’s one of those guys who’s like a white knight which is likes to talk the talk that he’s a feminist but really he’s not.",They’re probably married they might live together but they’re probably married. Because… He would go for that being patriarchal.,"Oh that could be anything this could go from just like emotional abuse, to smacking the person hitting the person, breaking their things, passive aggressive behavior, all the way up to murder.",Not at all difficult,"I guess I would see the victim as somebody was kind of a push over, eager to please",Perpetrator would be somebody who was used to getting their way and who wouldn’t take no for an answer maybe but manipulative or conniving.,I think that they would live together and maybe not be married.,The only thing that comes to mind is like maybe slapping. I don’t really see it as like a heavy amount of violence. But slapping enough it’s still violence.,Difficult,"So the victim would I feel like be the more submissive person in the relationship between the two, maybe a little bit sarcastic low-key, snarky.",I think the perpetrator would be the dominant person in the relationship may be more physical like as in I don’t know maybe they used to be an athlete or something so physically strong maybe not as intelligent as the other partner and they know it,Again I don’t think they would be married I think they were just live together. They started as roommates like friends and then it went to something more.,I feel like some of the violence would not be directly to the person but like to their possessions. The violent person here is the kind of person who puts their fist through a wall. Maybe break some of the other persons things.,Slightly difficult,"Honestly I really have no idea. I’m probably gonna say that for almost all of these, I just don’t recall ever really having seen in my life a relationship play out that was female female with abuser abusee","Same here, really don’t know what the characteristics would be like other than maybe it’s somebody who has a jealous streak and either rightfully so or just like invents that their partner is being faithful or something?",Do not think that they would be married maybe live together a long time.,"Passive aggressive behavior, silent treatment, maybe sudden bouts of screaming, hiding their stuff, I don’t think there’s any overt physical violence.",Difficult,Female,55,White,,Heterosexual or Straight
